Va,Vb,Vc,Ia,Ib,Ic,Type
133374.5788,133192.6659,133324.9861,51.25730034,1246.061898,53.41469258,BG
133303.3845,133165.8734,133363.3262,54.02209484,1246.034179,56.54400817,BG
133410.2123,133190.2983,133352.3859,53.54658819,1246.121644,54.91367426,BG
133281.2648,133170.7496,133329.7108,53.41336854,1245.990451,54.74830518,BG
133410.5787,133183.6261,133381.601,52.54521806,1246.131787,56.46347057,BG
133302.0912,133178.4037,133315.2264,53.06894474,1246.010543,53.19924223,BG
133381.2538,133175.9772,133382.6483,50.14462324,1246.082454,54.11037025,BG
133330.8655,133185.2285,133319.9325,51.2373598,1246.086572,53.73381885,BG
133356.8128,133170.8304,133380.3468,51.6973483,1245.976189,53.96210417,BG
133357.0587,133188.2673,133322.3154,50.56391807,1246.206624,53.31036031,BG
133328.8835,133170.1517,133371.714,51.33885629,1245.86275,54.26139908,BG
133382.4035,133186.8953,133341.9019,52.1305793,1246.285429,55.03940406,BG
133318.6796,133173.1769,133348.7829,49.61291724,1245.823973,51.2180401,BG
133375.5461,133182.9651,133358.5709,50.20695384,1246.279676,55.43083742,BG
133337.617,133177.3758,133345.2027,50.15015332,1245.872924,51.42032336,BG
133358.3764,133179.2908,133354.6423,48.93819814,1246.180434,52.95526826,BG
133346.7531,133179.9968,133347.7591,49.27400055,1246.01673,52.938223,BG
133355.4648,133178.1267,133357.8445,49.87391986,1246.007567,52.8016115,BG
133350.3942,133179.7199,133343.9222,49.69367717,1246.18944,52.67926764,BG
133350.4489,133179.5921,133355.3015,47.90816946,1245.855264,52.03914856,BG
133350.6344,133177.5638,133353.5367,51.64776309,1246.308536,54.62897737,BG
133362.2088,133181.8268,133347.1524,47.84820188,1245.778916,50.29304496,BG
133328.0064,133175.8727,133350.7597,50.77598033,1246.331886,54.9751131,BG
133403.751,133195.7334,133353.0395,55.25989488,1151.268221,57.54541689,BG
133287.5392,133173.8083,133333.8291,56.00810427,1151.283977,59.03278251,BG
133417.6632,133188.5116,133384.0554,56.66155303,1151.369847,57.53825913,BG
133288.1229,133182.5447,133304.2631,56.477902,1151.179263,58.42421111,BG
133397.4546,133179.8206,133403.017,55.32990359,1151.329365,58.87487097,BG
133325.8207,133189.8893,133305.8326,58.08974238,1151.325145,58.20115052,BG
133357.9239,133174.5177,133384.715,52.7988144,1151.202154,56.56362905,BG
133358.1621,133193.1878,133330.2305,55.33982315,1151.397192,57.3190939,BG
133335.7892,133173.5219,133365.6463,53.52903934,1151.084957,56.09863846,BG
133377.3517,133191.701,133344.832,53.42991322,1151.602695,55.55302435,BG
133319.9458,133177.2963,133350.7864,53.59898506,1150.899741,56.60635911,BG
133385.7277,133186.8965,133362.651,53.96577989,1151.607564,57.23195427,BG
133328.3351,133181.8548,133338.7922,54.50152513,1151.066932,54.57663551,BG
133364.1074,133183.461,133361.2559,52.55840471,1151.400394,57.98477177,BG
133353.0174,133184.0164,133353.7712,55.39720855,1151.229419,55.37637091,BG
133349.4407,133182.7851,133344.2896,51.70959997,1151.233176,55.37830893,BG
133354.6697,133182.9738,133361.5737,52.88638698,1151.460239,55.44162376,BG
133354.5807,133185.4126,133346.4453,52.85749828,1150.994331,55.82723682,BG
133347.9217,133179.655,133356.4376,53.29208887,1151.582977,55.57406959,BG
133363.7602,133188.1551,133348.9503,52.11120396,1151.010895,54.22738477,BG
133329.7881,133178.2655,133352.1039,55.3496706,1151.533474,58.92997722,BG
133389.7843,133187.8822,133362.5117,54.69376441,1151.02025,54.53148012,BG
133304.472,133180.2223,133327.2704,54.44282114,1151.519473,58.08171355,BG
133399.0294,133183.9455,133388.0383,55.24185039,1151.132844,57.02235814,BG
133314.2091,133185.9978,133311.1635,55.29151114,1151.320702,56.70079417,BG
133373.8318,133176.9434,133389.8238,54.21608125,1151.318713,56.6762485,BG
133342.8341,133192.8975,133315.8605,54.27312287,1151.219051,56.65479861,BG
133342.6162,133171.1196,133383.9003,56.85661171,1151.387151,58.04211968,BG
133378.3748,133196.8947,133323.3863,54.58494905,1151.133361,56.38731473,BG
133299.942,133169.3355,133366.2361,58.02935066,1151.459178,59.99490247,BG
133418.1941,133195.8228,133353.8925,57.21760591,1151.163817,58.3654645,BG
133275.4267,133173.544,133328.9089,57.04540542,1151.326483,57.69843163,BG
133418.7814,133188.756,133385.3319,56.37071622,1151.303891,59.47989118,BG
133293.0061,133182.394,133309.4467,56.48404918,1151.270307,57.17347727,BG
133393.4236,133179.3341,133395.6539,55.44453573,1151.290419,57.27473127,BG
133320.619,133191.3838,133301.7802,54.95690476,1151.290038,57.73047958,BG
133361.3107,133171.6689,133401.2056,57.49020742,1151.268595,58.57052731,BG
133361.5322,133196.8201,133306.3437,56.39567575,1151.366288,57.97454922,BG
133318.4484,133169.3236,133381.3611,55.54748587,1151.122984,57.55753122,BG
133395.6653,133195.9316,133339.1307,57.55278614,1151.500701,59.96789688,BG
133303.9989,133173.0018,133348.5522,54.41530503,1151.074576,55.27796704,BG
133394.777,133190.4628,133363.6597,54.22940569,1151.460292,57.8619226,BG
133312.3008,133179.5238,133333.3296,53.78701525,1151.133026,56.10227736,BG
133387.4898,133183.7637,133376.9724,53.81279528,1151.403657,55.89194473,BG
133323.1186,133185.6202,133320.8304,53.57037801,1151.226783,56.40446721,BG
133369.8972,133179.2987,133384.0181,52.82219775,1151.230109,56.442231,BG
133348.5116,133188.004,133328.2672,55.97475585,1151.43243,57.06132059,BG
133348.7041,133179.0153,133364.3301,50.90281056,1151.05862,54.81566019,BG
133357.6169,133186.7562,133350.5564,55.37346403,1151.545732,57.97556907,BG
133353.0688,133181.3104,133351.4634,51.70010974,1150.966086,54.25304061,BG
133349.1,133183.9944,133352.274,52.37185472,1151.628797,55.31646797,BG
133357.8736,133183.8726,133354.2265,52.30733887,1150.941336,55.80847918,BG
133347.3733,133182.4899,133350.3783,52.31542932,1151.539059,55.4178902,BG
133362.0765,133183.6634,133357.5889,53.4574719,1151.129034,54.68367146,BG
133338.5177,133184.4967,133338.6957,51.63994825,1151.326876,56.84640289,BG
133367.6072,133180.1799,133377.5472,56.70844235,1151.323515,56.66765243,BG
133345.1015,133188.8324,133319.4803,52.34737296,1151.14735,55.92056018,BG
133344.7928,133175.5365,133382.7769,55.00115034,1151.500273,56.92492694,BG
133373.9862,133192.8998,133330.5312,54.61974281,1151.016829,57.02185914,BG
133317.843,133172.92,133360.7529,53.97086812,1151.536524,55.74510653,BG
133392.9893,133193.1004,133353.1676,53.99070893,1151.078973,56.12807819,BG
133300.5233,133175.3935,133337.8102,55.02301877,1151.440991,58.00177525,BG
133409.1458,133188.0306,133379.5644,56.31105149,1151.166848,55.88221858,BG
133289.4273,133182.441,133305.6525,55.64338858,1151.361192,59.00521442,BG
133402.8475,133179.5951,133408.4841,57.54034294,1151.26464,58.18303321,BG
133316.3742,133191.277,133291.1891,57.38391319,1151.266904,58.1787823,BG
133360.4976,133171.4411,133402.014,55.36003779,1151.314574,57.58768091,BG
133360.4117,133197.5079,133312.164,56.90829117,1151.280409,58.20133325,BG
133321.4421,133167.9341,133376.2919,55.4431085,1151.274075,57.023809,BG
133395.0962,133197.9324,133337.6035,55.14322113,1151.311781,56.51197318,BG
133288.6039,133170.5472,133348.3353,56.81705071,1151.248256,59.15899962,BG
133422.3619,133192.5979,133371.4923,56.71952912,1151.354374,57.57904703,BG
133278.5455,133178.0492,133314.1663,56.71267119,1151.196906,57.5694185,BG
133409.8441,133183.9554,133395.8212,55.46722505,1151.36598,59.03354752,BG
133310.6729,133186.696,133308.1201,57.17893733,1151.252345,56.91632827,BG
133372.7731,133176.5005,133387.9354,52.94191066,1151.254296,56.54175643,BG
133344.5653,133192.2837,133321.0315,54.27943249,1151.377485,56.37949288,BG
133344.8347,133173.3203,133377.5531,54.05331706,1151.123415,56.51323796,BG
133372.297,133192.9824,133332.4343,53.62027682,1151.515364,55.88451994,BG
133320.7474,133175.081,133361.1589,53.27611874,1150.986031,55.96749798,BG
133386.9614,133189.423,133354.4673,54.66393815,1151.598495,58.10007847,BG
133325.0917,133179.6274,133343.7573,53.46684209,1150.990233,53.98295355,BG
133368.3606,133184.9708,133360.1416,52.53699323,1151.505594,57.8771782,BG
133347.653,133183.2749,133349.9268,53.39996816,1151.132148,54.69205526,BG
133353.8823,133182.7131,133351.8063,51.60965037,1151.334601,55.15935431,BG
133352.8025,133183.8964,133352.9588,51.9701461,1151.329743,55.18990506,BG
133352.8901,133183.7858,133353.0248,51.73414982,1151.117125,55.24562188,BG
133352.8734,133181.494,133354.1167,53.66867254,1151.52737,55.89198742,BG
133357.7498,133186.7787,133347.0666,50.8123342,1150.982572,53.99125091,BG
133336.5478,133178.7705,133358.2704,55.43420125,1151.589478,58.70746879,BG
133383.5533,133188.4055,133353.1346,53.01308513,1150.978118,54.25872442,BG
133310.5027,133178.731,133339.7273,53.72787442,1151.553499,56.89087642,BG
133395.9817,133186.4412,133374.763,53.8160673,1151.067671,56.51680327,BG
133312.8426,133182.699,133323.0251,53.90768442,1151.410439,55.77486275,BG
133382.2025,133180.6507,133383.2143,53.83850505,1151.244764,55.90479335,BG
133329.3883,133189.5021,133315.9902,53.01940707,1151.248787,56.37729079,BG
133360.2284,133173.7048,133391.0767,57.25584911,1151.371756,57.70086967,BG
133359.9985,133195.471,133311.0823,54.17281776,1151.162013,56.46896106,BG
133318.5362,133169.4873,133382.4896,57.30893076,1151.427938,58.73511045,BG
133401.9585,133197.1382,133335.7769,56.75650121,1151.153041,58.21884453,BG
133287.2634,133170.7473,133347.431,55.93673743,1151.383883,56.60681402,BG
133414.0673,133200.3988,133355.6542,60.05444503,1069.213151,62.14118763,BG
133292.3733,133180.2654,133334.7268,59.14313024,1068.474452,59.52483715,BG
133402.9589,133192.4428,133378.3615,58.03891753,1069.005384,62.22449457,BG
133315.1889,133187.811,133325.6997,58.08946386,1068.753186,58.7628885,BG
133380.3094,133185.7218,133380.0837,56.02562301,1068.870852,58.92924621,BG
133337.3399,133193.3155,133326.5007,56.58720475,1068.855411,58.76901659,BG
133358.8755,133182.7414,133377.8568,55.35996237,1068.605713,58.72475639,BG
133359.1173,133193.2222,133336.2837,58.44059261,1069.175818,59.77938361,BG
133345.548,133185.0848,133361.0671,55.13873871,1068.477042,57.67591892,BG
133359.349,133190.3416,133353.5483,59.09024483,1069.085928,61.94499624,BG
133358.0341,133187.7054,133353.395,55.84800299,1068.534497,56.79750057,BG
133343.0859,133188.0012,133349.8576,55.80504906,1069.19824,58.87902791,BG
133369.6152,133189.4231,133361.9435,55.6878912,1068.436458,58.03599615,BG
133337.4035,133188.006,133341.8949,55.31401581,1069.053369,58.28634621,BG
133370.974,133186.9251,133369.7248,57.44021867,1068.764877,58.04793039,BG
133338.6573,133192.3626,133329.1553,55.65562989,1068.781744,59.41208588,BG
133360.9593,133181.8752,133385.1115,60.91560043,1068.92258,60.91408879,BG
133360.6829,133197.2686,133319.4439,56.7446492,1068.601349,58.98440253,BG
133326.6551,133177.3014,133378.8575,59.11300101,1069.181477,60.36274979,BG
133395.6676,133200.5817,133340.1793,58.26734873,1068.451787,60.09827064,BG
133297.5937,133176.6064,133349.7838,58.33549221,1069.068839,59.5066303,BG
133413.2231,133197.5584,133368.9941,58.40910008,1068.723415,59.3817385,BG
133286.3394,133182.8449,133320.1266,59.08921248,1068.892172,61.53943394,BG
133416.4513,133189.1718,133399.8093,61.07893043,1068.752587,60.44626802,BG
133295.0281,133192.3628,133290.9534,59.70919356,1068.866824,61.78292102,BG
133388.7985,133179.1257,133417.1394,60.89257087,1068.858589,61.61741569,BG
133338.7526,133201.6834,133292.5162,61.40973997,1068.802917,61.78427938,BG
133338.6848,133172.1863,133397.4869,59.06962231,1068.775385,60.61316141,BG
133384.0766,133205.0234,133321.6511,60.01304671,1068.942395,61.25949157,BG
133301.3306,133172.4571,133365.9186,59.1927703,1068.744,60.66829006,BG
133415.5472,133201.7937,133354.6337,59.10457081,1068.869189,60.19624556,BG
133278.4688,133178.2772,133331.367,59.46896185,1068.759133,61.17135969,BG
133424.2434,133193.7772,133388.6573,59.43543092,1068.967967,61.38338974,BG
133292.2993,133187.6112,133307.6294,60.33140439,1068.680636,60.15246756,BG
133393.4094,133184.8412,133396.8025,57.38988362,1068.883893,61.37094159,BG
133330.9373,133194.8839,133315.0566,59.51089384,1068.867298,60.03323388,BG
133359.4905,133179.8785,133383.0605,55.72998104,1068.716437,58.71118232,BG
133359.7861,133197.582,133329.6583,56.60882366,1068.998532,58.90329882,BG
133336.1031,133179.7449,133369.33,55.74696471,1068.522434,58.63894772,BG
133378.6995,133195.2062,133346.684,57.20308294,1069.243193,59.66171036,BG
133330.1009,133184.0092,133351.8559,55.88898376,1068.370936,57.42862598,BG
133369.844,133190.5866,133358.8377,57.40730347,1069.180751,61.84923227,BG
133350.5186,133187.7558,133351.8443,57.18859695,1068.570216,57.3464534,BG
133349.9522,133188.3484,133349.3005,54.75335452,1068.98343,58.98879593,BG
133361.5738,133188.3477,133362.7226,55.78400862,1068.741044,57.89799747,BG
133348.1516,133189.6132,133342.9293,54.55406386,1068.762183,57.97306876,BG
133357.1814,133185.2057,133365.3881,56.65608513,1069.017021,58.30958346,BG
133357.0242,133193.891,133339.2701,54.56109127,1068.544311,57.84926727,BG
133339.1977,133181.0436,133368.3549,59.78669574,1069.103854,61.52787453,BG
133384.3838,133196.6961,133343.1766,56.70811543,1068.534,57.86299132,BG
133306.4493,133180.0729,133351.1489,58.39591481,1069.13711,60.83198651,BG
133409.2861,133195.4591,133369.239,57.80061201,1068.508776,59.39697433,BG
133294.7871,133183.7315,133323.5983,57.81344225,1069.061228,59.29826815,BG
133404.9961,133189.1457,133390.3855,58.06435848,1068.708625,59.38404289,BG
133307.6307,133191.9796,133306.2624,57.82568838,1068.8528,60.1819154,BG
133383.1062,133180.0998,133405.016,60.97667086,1068.845838,60.68924675,BG
133339.2212,133200.4224,133296.0895,58.82966222,1068.771009,60.68789518,BG
133339.0798,133173.1216,133401.8776,61.11904857,1068.930268,61.67622547,BG
133388.3054,133205.0294,133316.7334,60.69897167,1068.720961,61.53530283,BG
133295.2384,133171.6984,133367.2611,59.6664618,1068.876762,60.17063132,BG
133417.5617,133202.6524,133354.9676,60.00743798,1068.867777,61.52643945,BG
133280.0188,133177.6163,133331.9046,59.23051413,1068.750036,60.20986692,BG
133422.728,133194.1996,133386.8608,59.33139876,1068.894841,60.01296989,BG
133284.8815,133187.4147,133302.9751,59.25619249,1068.787084,61.03308189,BG
133405.0793,133184.1957,133409.7489,59.53879249,1068.852063,60.82913861,BG
133319.4141,133196.5924,133295.1205,60.59673188,1068.8441,60.7518013,BG
133361.7996,133177.1224,133399.8628,57.49672754,1068.72267,60.24564153,BG
133362.0575,133200.7244,133319.3132,60.40461627,1069.025769,61.30026664,BG
133330.1386,133176.2584,133372.529,56.10874121,1068.564545,58.2969414,BG
133384.701,133198.8961,133344.3266,56.83892643,1069.10077,59.15237133,BG
133315.4351,133180.2,133351.3773,56.1510127,1068.529174,58.62583014,BG
133393.3646,133193.6635,133364.7558,56.38942253,1069.131025,59.19198675,BG
133320.0441,133185.97,133335.8938,56.86314605,1068.531757,57.78070506,BG
133375.9902,133188.5636,133370.4123,55.70717973,1069.019294,60.65609181,BG
133345.5285,133189.4973,133344.0825,58.72238178,1068.747269,58.61383001,BG
133355.1633,133187.1267,133354.6401,53.87696925,1068.766732,58.37852977,BG
133355.3929,133189.019,133358.1026,56.17351987,1068.978326,58.25967051,BG
133355.3425,133189.1644,133348.1885,54.19745066,1068.549235,57.5975363,BG
133349.5447,133185.9449,133358.4163,55.72727943,1069.187737,58.2099707,BG
133365.3824,133192.4716,133349.9679,54.49033392,1068.401426,57.07173235,BG
133331.8472,133183.4561,133353.1497,57.74864054,1069.208777,61.14034011,BG
133389.2974,133193.0738,133362.9138,57.39175176,1068.506817,57.50849966,BG
133308.0421,133185.1705,133330.1335,57.05962266,1069.052643,60.81468412,BG
133400.024,133189.0033,133388.5343,57.86828741,1068.670339,58.94017528,BG
133313.8157,133191.1178,133310.2509,57.09700356,1068.881223,59.20504765,BG
133378.0383,133181.6667,133396.1327,57.58041106,1068.866639,59.20162215,BG
133342.7855,133198.7817,133310.5422,57.02253851,1068.709411,59.26721342,BG
133342.5268,133174.8213,133390.3911,60.11605532,1068.968051,60.82310886,BG
133383.1534,133203.4579,133321.488,58.31098404,1068.687674,59.45989912,BG
133297.3703,133173.0125,133368.2216,60.81777204,1068.962779,62.10229351,BG
133422.9346,133201.9872,133355.1773,60.1060634,1068.704753,60.845839,BG
133272.5101,133177.6667,133329.0065,60.01193566,1068.91553,60.28738629,BG
133426.3728,133194.4144,133389.1865,59.59113106,1068.799898,61.44435143,BG
133285.8129,133187.3288,133304.4912,59.53329145,1068.817738,60.06123373,BG
133402.5976,133183.8939,133405.5923,59.28499628,1068.843815,60.06555247,BG
133317.1634,133197.3117,133293.7588,58.91553701,1068.839562,60.50582851,BG
133363.5756,133175.6552,133408.4629,59.89702471,1068.783994,60.83562211,BG
133363.8276,133202.9942,133305.4451,60.1953547,1068.917195,60.90611319,BG
133319.2075,133173.1754,133382.2819,58.24242845,1068.671828,59.56886072,BG
133397.3765,133202.1191,133340.3729,60.28964798,1069.053933,62.10166762,BG
133303.1299,133177.1936,133349.8792,57.3176408,1068.554182,58.15030224,BG
133388.8956,133344.765,133338.8636,39.76536464,22.04743973,2594.204459,CG
133306.7193,133340.2066,133340.1809,38.66522271,23.37006038,2594.091255,CG
133381.472,133339.662,133335.9214,37.88670815,21.80179915,2594.339948,CG
133322.9689,133341.3985,133343.6974,38.56577505,23.61228686,2593.989788,CG
133362.2827,133343.0227,133332.4745,36.17451414,22.10848999,2594.37577,CG
133342.0323,133333.6222,133346.32,38.55332048,23.67648654,2593.986976,CG
133348.4896,133353.7662,133331.2355,35.25333488,22.89312517,2594.317271,CG
133348.5131,133321.6155,133345.721,38.35990477,23.66663591,2594.056187,CG
133350.8299,133364.2865,133333.7426,35.47637662,23.86533402,2594.220131,CG
133338.0824,133314.6094,133341.4385,37.96189874,23.77158068,2594.136617,CG
133366.4693,133365.4234,133339.2879,36.66848458,24.70754462,2594.15178,CG
133320.1612,133320.0994,133335.2647,37.60987799,24.11936315,2594.174972,CG
133381.2028,133352.8667,133345.2675,38.26558232,25.23440412,2594.149115,CG
133311.2478,133338.3605,133330.2218,37.66544691,24.66263852,2594.158171,CG
133379.4418,133330.7135,133348.707,39.6929538,25.44358227,2594.198442,CG
133323.3394,133361.4595,133328.7884,38.32772768,25.19119758,2594.11747,CG
133355.3489,133309.6471,133347.9957,40.63808642,25.46519916,2594.248593,CG
133355.0954,133377.6418,133331.4799,39.4503901,25.45872755,2594.103257,CG
133317.7724,133300.6923,133343.7686,41.10479881,25.44644448,2594.247302,CG
133391.62,133378.4158,133336.6326,40.61119102,25.32502697,2594.148162,CG
133285.6573,133308.4587,133338.4341,41.29890323,25.43535972,2594.177055,CG
133413.1359,133363.8091,133341.4762,41.35946031,24.83574429,2594.242694,CG
133276.7302,133328.2537,133334.6878,41.42789721,25.34298513,2594.06792,CG
133407.0527,133342.3587,133343.7898,41.44429903,24.21087329,2594.338877,CG
133296.6065,133349.0132,133333.9556,41.52636715,25.01510243,2593.979916,CG
133375.7786,133325.7591,133343.1147,40.91274853,23.73842058,2594.379289,CG
133335.2479,133360.2194,133335.7094,41.42098578,24.36363931,2593.966444,CG
133335.3641,133321.574,133340.815,40.06281762,23.60918262,2594.332963,CG
133372.9968,133358.3459,133338.0216,40.85734394,23.47704113,2594.041655,CG
133305.8745,133328.7328,133339.0176,39.27356346,23.8006139,2594.215665,CG
133392.2995,133348.644,133338.943,39.69679935,22.64636839,2594.171566,CG
133299.5755,133338.7662,133339.1528,38.78308628,24.11626523,2594.082077,CG
133387.7024,133341.1103,133337.801,38.06746248,22.25992834,2594.293775,CG
133314.3403,133341.9639,133341.0312,38.55437979,24.34786086,2593.994864,CG
133367.9772,133343.2994,133335.5996,36.39202755,22.57321917,2594.353128,CG
133336.253,133334.3556,133343.0232,38.34104039,24.42525099,2593.989579,CG
133349.3402,133354.7855,133334.299,35.24273857,23.51684052,2594.331579,CG
133349.4306,133320.814,133343.1944,37.90222396,24.46021598,2594.056458,CG
133344.3809,133367.0683,133335.4611,35.03410383,24.74646596,2594.254867,CG
133346.5177,133312.0794,133340.6486,37.20503757,24.66413314,2594.149342,CG
133353.949,133369.1512,133339.1405,35.74531941,25.87412105,2594.173339,CG
133333.0718,133317.5119,133336.2176,36.48972766,25.18178476,2594.215254,CG
133367.1931,133355.2107,133343.7286,36.94930704,26.66024683,2594.129953,CG
133323.16,133338.2969,133332.0568,36.15147399,25.95642021,2594.225942,CG
133369.5385,133329.2787,133346.8525,38.12090205,27.0728241,2594.135592,CG
133329.2263,133365.6991,133330.3966,36.47880816,26.74073326,2594.192237,CG
133353.2011,133303.6725,133346.773,38.92787155,27.23325839,2594.16635,CG
133352.9914,133385.7604,133332.2192,37.42371255,27.23854079,2594.153358,CG
133323.2479,133291.9119,133343.4199,39.33284887,27.29349925,2594.183165,CG
133383.4392,133387.6281,133336.6717,38.61041112,27.26245924,2594.148927,CG
133295.1745,133300.5005,133338.4404,39.51609951,27.30976455,2594.160244,CG
133403.2845,133370.2516,133341.5607,39.56788399,26.82319571,2594.191868,CG
133285.4787,133324.8308,133334.244,39.69075848,27.19400911,2594.103717,CG
133399.769,133343.1309,133344.6142,39.9802853,26.12537561,2594.259241,CG
133301.2576,133351.9273,133332.6363,39.91837699,26.7800985,2594.048666,CG
133372.8491,133320.545,133344.7376,39.81142983,25.46942999,2594.306491,CG
133335.5163,133368.3515,133333.8675,40.04711535,25.95977067,2594.036637,CG
133335.5477,133312.8686,133342.5184,39.2798811,25.0884158,2594.295868,CG
133371.2003,133368.248,133336.6426,39.81509101,24.80806868,2594.088067,CG
133306.2562,133320.5081,133339.7147,38.71122723,25.0140315,2594.22116,CG
133391.3473,133356.4019,133339.041,39.03878946,23.63340097,2594.187154,CG
133297.8684,133334.3463,133338.086,38.33358741,25.08646641,2594.113361,CG
133388.8992,133344.3923,133339.7423,37.76803133,22.89564652,2594.28887,CG
133310.5973,133342.3571,133338.3119,38.13914229,25.10676932,2594.023844,CG
133370.076,133342.3935,133338.7914,36.32884797,22.96329535,2594.343996,CG
133332.8811,133338.0089,133339.6603,37.91902065,25.00560036,2593.995339,CG
133349.4268,133352.0438,133337.4515,35.21342696,23.84860669,2594.327018,CG
133349.531,133324.8822,133340.5796,37.44542119,24.9124426,2594.038231,CG
133339.9837,133365.1587,133337.2729,34.82577634,25.20094732,2594.25011,CG
133351.6548,133314.3754,133339.8087,36.66509848,25.08090383,2594.126106,CG
133344.9802,133369.2491,133338.9931,35.22475375,26.56523397,2594.155098,CG
133341.929,133317.8926,133337.282,35.78419621,25.69959737,2594.212547,CG
133356.4364,133356.2912,133341.9751,36.09674697,27.62821736,2594.088707,CG
133331.9723,133338.6022,133334.2546,35.1886915,26.71985443,2594.258358,CG
133361.3265,133328.9596,133344.5414,36.99061197,28.30548858,2594.076275,CG
133333.7669,133368.286,133332.564,35.21431724,27.85398158,2594.252621,CG
133351.0647,133300.065,133344.9946,37.59092347,28.69261996,2594.109577,CG
133350.9169,133391.5934,133333.4913,35.9022865,28.73675202,2594.215397,CG
133327.9533,133285.2677,133342.6901,37.84550463,28.9372934,2594.155351,CG
133375.5808,133395.1993,133336.9283,36.95274046,29.10769125,2594.181583,CG
133304.3121,133293.5297,133338.494,37.92077076,29.10158924,2594.178347,CG
133393.1314,133376.1065,133341.3678,37.91909261,28.91411288,2594.176916,CG
133294.8224,133321.3788,133334.3418,38.03700338,29.09837892,2594.164076,CG
133391.5004,133343.7759,133344.726,38.4614915,28.31484347,2594.201486,CG
133307.0519,133354.7453,133332.1646,38.28207621,28.74594701,2594.127214,CG
133369.1187,133314.6176,133345.5014,38.4921691,27.59230519,2594.230864,CG
133336.3248,133377.312,133332.8257,38.52958431,27.90247204,2594.100868,CG
133336.314,133302.2245,133343.5789,38.17168683,26.99974369,2594.233564,CG
133368.2732,133380.1332,133335.6957,38.52145226,26.60107878,2594.113951,CG
133309.259,133309.4878,133340.2143,37.78089737,26.62083651,2594.193321,CG
133387.4184,133366.4666,133339.097,38.04764966,25.12173046,2594.171122,CG
133300.3371,133327.5788,133337.2388,37.53181353,26.34877948,2594.121819,CG
133386.2743,133348.8322,133341.3218,37.10299599,23.94715023,2594.247939,CG
133311.0524,133342.3642,133335.9837,37.42983089,26.01197738,2594.053651,CG
133369.2412,133340.2863,133341.5953,35.93914274,23.55160655,2594.304298,CG
133331.9044,133344.0087,133336.5772,37.29008003,25.54941636,2594.026471,CG
133349.0032,133345.6285,133340.4146,34.97567826,24.09269728,2594.307892,CG
133349.0911,133333.4708,133338.014,36.89522226,25.1121259,2594.058481,CG
133337.9637,133358.32,133339.0934,34.5819725,25.29827038,2594.253432,CG
133353.5144,133321.6359,133338.9125,36.17650794,25.01525557,2594.137016,CG
133340.3722,133365.1665,133338.8332,34.84643806,26.69204247,2594.166072,CG
133345.2693,133336.8639,133261.3306,39.53952529,29.56564736,2289.748016,CG
133345.8202,133344.8608,133260.959,39.32000129,29.53577952,2289.72693,CG
133342.3865,133339.8376,133261.1541,39.26358995,29.73202581,2289.943348,CG
133349.2679,133341.5204,133262.8404,39.73099735,29.01154827,2289.400853,CG
133339.8644,133342.0931,133257.5417,39.41180677,29.30799799,2290.226705,CG
133349.1278,133341.0301,133267.1364,40.54325223,28.39637861,2289.269528,CG
133343.0895,133340.931,133254.0613,40.24456281,28.4610616,2290.119839,CG
133343.0605,133342.9426,133268.2001,40.8672363,28.11805977,2289.546264,CG
133350.1494,133339.414,133255.9365,40.84061389,28.06535835,2289.779345,CG
133336.8797,133343.2253,133263.6456,40.52680477,28.06561462,2289.789257,CG
133353.669,133340.4606,133261.6474,40.63627323,28.25373233,2289.717075,CG
133336.7074,133341.456,133258.3617,40.32166068,27.8775109,2289.652574,CG
133351.0322,133341.9126,133265.028,40.27982876,28.29499402,2289.957959,CG
133340.8569,133341.2165,133257.3107,40.68649242,27.57873664,2289.439023,CG
133346.9673,133340.6323,133264.1543,40.50259255,27.8600653,2290.032985,CG
133343.838,133343.6096,133258.9994,40.95757044,27.46394056,2289.564064,CG
133345.1786,133338.0955,133262.7176,40.92763851,27.48708076,2289.776086,CG
133345.173,133345.2423,133259.6183,40.56315818,27.56731087,2289.863778,CG
133343.1418,133337.9847,133262.6537,40.82974889,27.64688046,2289.583001,CG
133348.6502,133343.8254,133259.9743,40.04781569,27.64827813,2289.88812,CG
133338.1233,133340.2256,133260.9802,40.38301849,27.96372597,2289.7343,CG
133354.0316,133341.6516,133263.4572,40.19703612,27.61831823,2289.651172,CG
133333.7107,133341.5597,133255.9076,40.31311244,27.89676362,2289.934956,CG
133355.5849,133341.3553,133268.942,40.67736889,27.65762751,2289.588269,CG
133335.5401,133341.2104,133251.4298,40.64729852,27.65590581,2289.817672,CG
133350.3054,133341.6073,133271.0167,40.57803614,27.90238502,2289.827179,CG
133342.7873,133341.7493,133252.2814,40.69789488,27.84508579,2289.545168,CG
133342.7949,133340.0418,133267.5453,39.88347738,28.23041562,2289.996183,CG
133348.8773,133343.9764,133257.2427,40.20710283,28.40604042,2289.522566,CG
133339.1894,133337.989,133262.47,39.44571981,28.45341285,2289.855623,CG
133350.1118,133344.9969,133261.3586,39.70055871,28.68863005,2289.729572,CG
133339.7423,133338.5708,133259.739,39.5845973,28.59539961,2289.681317,CG
133348.9416,133343.008,133263.016,39.61970053,28.55050005,2289.779885,CG
133340.8937,133341.3134,133258.4655,39.64390794,28.84440382,2289.787422,CG
133348.0476,133340.6113,133264.5435,39.69007449,28.60707262,2289.574019,CG
